ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price
7456,Ready to Move,,1,N,Cosmos Group,,,15000000.0
7455,Ready to Move,,13,N,Madhav Shreeji Group,,,9000000.0
7454,Ready to Move,,15,N,Lodha,,,9600000.0
7453,Ready to Move,,7,N,Mukta Developers,,1.0,6000000.0
7452,Ready to Move,,17,N,Lodha,,,11000000.0
7451,Ready to Move,,6,N,,,,6800000.0
7450,Ready to Move,,4,N,Runwal Developers,TMC,1.0,16500000.0
7449,Ready to Move,,13,N,Madhav Shreeji Group,,,10000000.0
7448,Ready to Move,Sep '22,30,N,Hiranandani Group,,,7800000.0
7447,Ready to Move,,4,N,Cosmos Group,TMC,1.0,8300000.0
7446,Ready to Move,,19,N,Lodha,,,6300000.0
7445,Ready to Move,,6,N,Vijay Group,TMC,1.0,6000000.0
7444,Ready to Move,,7,N,Lodha,,,9500000.0
7443,Ready to Move,,19,N,Lodha,TMC,1.0,10500000.0
7442,Ready to Move,,6,N,Lodha,TMC,1.0,7800000.0
7441,Ready to Move,,19,N,Saptashree Reality,,,8500000.0
7440,Ready to Move,,5,N,Lodha,,,5800000.0
7439,Ready to Move,,19,N,BHARAT REALTY,,,9500000.0
7438,Ready to Move,,4,N,Vijay Group,TMC,1.0,5100000.0
7437,Ready to Move,,17,N,Runwal Developers,,,11500000.0
7436,Ready to Move,,27,N,Lodha,,1.0,17000000.0
7435,Ready to Move,,Lower Basement,N,Harmony Lifestyles Group,TMC,1.0,19500000.0
7434,Ready to Move,,20,N,Cosmos Group,TMC,1.0,15000000.0
7433,Ready to Move,,17,N,Rustomjee,TMC,2.0,12900000.0
7432,Ready to Move,,17,Y,Narang Realty and The Wadhwa Group,TMC,0.0,65000000.0
7431,Ready to Move,,14,N,Regency Group,TMC,0.0,13000000.0
7430,Ready to Move,,4,N,JVM Spaces,TMC,,5400000.0
7429,Ready to Move,,20,N,Ashwin Sheth Group,TMC,0.0,49000000.0
7428,Apr '28,Apr '26,,Y,Godrej Properties,,,14400000.0
7427,Ready to Move,,6,N,,"ABADev,GHMC",1.0,7800000.0
7426,Ready to Move,,4,N,Siddhi Group,TMC,1.0,14000000.0
7425,Ready to Move,,1,N,Jaiveer Group,,,14500000.0
7424,Ready to Move,,4,N,,ABAMNC,1.0,6900000.0
7423,Ready to Move,,3,N,,,1.0,12000000.0
7422,Ready to Move,,2,N,Lodha,,,7200000.0
7421,Ready to Move,,27,N,Ekdanta Constructions and Developers,,,12500000.0
7420,Ready to Move,,1,N,,,,10000000.0
7419,Ready to Move,Nov '22,20,N,Godrej Properties,TMC,1.0,10200000.0
7418,Ready to Move,,2,N,,TMC,0.0,6000000.0
7417,Ready to Move,,4,N,,,,6500000.0
7416,Ready to Move,,1,N,,,,4200000.0
7415,Ready to Move,,23,N,Lodha,,,13000000.0
7414,Ready to Move,,11,N,Lodha,,,8900000.0
7413,Ready to Move,,4,N,Lok Group,,,12000000.0
7412,Ready to Move,,7,N,,,,8000000.0
7411,Ready to Move,,5,N,Dosti Realty,,,4000000.0
7410,Ready to Move,,22,N,Rustomjee,,1.0,16000000.0
7409,Ready to Move,,3,N,,TMC,0.0,7800000.0
7408,Ready to Move,,3,N,,TMC,1.0,11000000.0
7407,Ready to Move,,13,N,,,,7500000.0
7406,Ready to Move,,4,N,,,0.0,10500000.0
7405,Ready to Move,,3,N,,TMC,1.0,12500000.0
7404,Ready to Move,,2,N,,,1.0,8500000.0
7403,Ready to Move,,17,N,BHOOMI GROUP,TMC,1.0,6000000.0
7402,Ready to Move,,1,N,,TMC,1.0,11000000.0
7401,Ready to Move,,3,N,,,,16000000.0
7400,Ready to Move,,8,N,,,,7200000.0
7399,Ready to Move,,2,N,,,0.0,9900000.0
7398,Ready to Move,,16,N,Lodha,TMC,,8500000.0
7397,Ready to Move,,2,N,,,,4800000.0
7396,Ready to Move,,6,N,,ABAMNC,,7300000.0
7395,Ready to Move,,6,N,,,,5500000.0
7394,Ready to Move,,2,N,,,,9000000.0
7393,Ready to Move,,2,N,,,,6500000.0
7392,Ready to Move,,16,N,,,,14900000.0
7391,Ready to Move,,5,N,,,,10000000.0
7390,Ready to Move,,3,N,Lodha,TMC,0.0,5900000.0
7389,Ready to Move,,19,N,,,,8000000.0
7388,Ready to Move,,7,N,RNA NG Builders,,0.0,6000000.0
7387,Ready to Move,,7,N,,,,9000000.0
7386,Ready to Move,,5,N,BHOOMI GROUP,,,5300000.0
7385,Ready to Move,,2,N,,TMC,0.0,8500000.0
7384,Ready to Move,,33,N,House of Hiranandani,TMC,25.0,18800000.0
7383,Ready to Move,,1,N,Cosmos Group,,,10000000.0
7382,Ready to Move,,24,N,DOSTI REALTY,,,20500000.0
7381,Ready to Move,,3,N,Raunak Group,TMC,1.0,5400000.0
7380,Ready to Move,,6,N,,TMC,0.0,10800000.0
7379,Ready to Move,,26,N,Godrej Properties,TMC,0.0,15000000.0
7378,Ready to Move,,4,N,Godrej Properties,,,11000000.0
7377,Ready to Move,,3,N,Lodha,,,8500000.0
7376,Ready to Move,,9,N,Shree Tirupati Group,TMC,1.0,11000000.0
7375,Ready to Move,,,N,,,,50000000.0
7374,Ready to Move,,10,N,,,1.0,6800000.0
7373,Ready to Move,,1,N,,,,6700000.0
7372,Ready to Move,,7,N,,,,9500000.0
7371,Ready to Move,,5,N,Godrej Properties,,,16000000.0
7370,Ready to Move,,7,N,RNA NG Builders,,,4000000.0
7369,Ready to Move,,11,N,Hiranandani Group,,,9000000.0
7368,Ready to Move,,8,N,Lodha,,,6600000.0
7367,Ready to Move,,2,N,,,,42500000.0
7366,Ready to Move,,5,N,Rustomjee,,,12800000.0
7365,Ready to Move,,7,N,PRESCON,,,5500000.0
7364,Ready to Move,,14,N,Lodha,,,10000000.0
7363,Ready to Move,,1,N,,,,11500000.0
7362,Ready to Move,,1,N,,,,3000000.0
7361,Ready to Move,,13,N,,,,17000000.0
7360,Ready to Move,,6,N,,,,13200000.0
7359,Under Construction,Dec '23,31,N,Shapoorji Pallonji Real Estate,,1.0,15500000.0
7358,Ready to Move,,1,N,,,,5200000.0
7357,Ready to Move,,12,N,Lodha,TMC,1.0,12000000.0
7356,Ready to Move,,6,N,Yash Group of Realty,TMC,1.0,25000000.0
7355,Ready to Move,,3,N,Lodha,,,11000000.0
7354,Ready to Move,,24,N,Lodha,,,7500000.0
7353,Ready to Move,,4,N,,,,9600000.0
7352,Ready to Move,,14,N,,,,22000000.0
7351,Ready to Move,,14,N,Godrej Properties,,,12500000.0
7350,Ready to Move,,11,N,Sheth Creators Pvt. Ltd.,TMC,2.0,40000000.0
7349,Ready to Move,,11,N,,TMC,1.0,12500000.0
7348,Ready to Move,,7,N,,,,13000000.0
7347,Ready to Move,,2,N,Jaiveer Group,,,6500000.0
7346,Ready to Move,,12,N,,,1.0,8300000.0
7345,Ready to Move,,3,N,,TMC,0.0,19000000.0
7344,Ready to Move,,15,N,The Runwal Group,,1.0,12700000.0
7343,Ready to Move,,4,N,,,,6800000.0
7342,Ready to Move,,30,N,TATA Housing Development Company Ltd.,TMC,2.0,12000000.0
7341,Ready to Move,,Ground,N,,,,5200000.0
7340,Ready to Move,,5,N,,,,9500000.0
7339,Ready to Move,,3,N,,,,10800000.0
7338,Ready to Move,,14,N,Lodha,,,11200000.0
7337,Ready to Move,,Ground,N,Runwal Developers,TMC,1.0,19900000.0
7336,Ready to Move,,10,N,,TMC,0.0,12500000.0
7335,Ready to Move,,5,N,,,,5800000.0
7334,Ready to Move,Jan '23,13,N,,,,15000000.0
7333,Ready to Move,,2,N,,TMC,0.0,17500000.0
7332,Ready to Move,,4,N,,,,8000000.0
7331,Ready to Move,,4,N,Raunak Group,TMC,0.0,11000000.0
7330,Ready to Move,,8,N,Lodha,,,9000000.0
7329,Ready to Move,,2,N,,TMC,,4700000.0
7328,Ready to Move,,Ground,N,Soham Group,,,8500000.0
7327,Ready to Move,,20,N,,,,17700000.0
7326,Ready to Move,,3,N,Vijay Group,,1.0,4990000.0
7325,Ready to Move,,12,N,Lodha,,,11200000.0
7324,Ready to Move,,5,N,,,,7500000.0
7323,Ready to Move,,6,N,,,,9400000.0
7322,Ready to Move,,2,N,,,,12500000.0
7321,Ready to Move,,13,N,Platinum Ventures & JVM Spaces,,,10000000.0
7320,Ready to Move,,8,N,Cosmos Group,,,6900000.0
7319,Ready to Move,,4,N,Lodha,,,14000000.0
7318,Ready to Move,,4,N,Conwood Realty,,,7200000.0
7317,Ready to Move,,8,N,Lodha,TMC,0.0,14500000.0
7316,Ready to Move,,9,N,Lodha,,,5800000.0
7315,Ready to Move,,20,N,Vijay Group,,1.0,12700000.0
7314,Ready to Move,,3,N,Lodha,,,10600000.0
7313,Ready to Move,,4,N,,,,5500000.0
7312,Ready to Move,,2,N,,TMC,0.0,10300000.0
7311,Ready to Move,,7,N,PRESCON,,1.0,8200000.0
7310,Ready to Move,,12,N,,,,6100000.0
7309,Ready to Move,,2,N,,,,10000000.0
7308,Ready to Move,,16,N,Runwal Developers,ABAMNC,1.0,11000000.0
7307,Ready to Move,,5,N,Lodha,,,8650000.0
7306,Ready to Move,,7,N,Shakti Builders and Developers,,,16000000.0
7305,Ready to Move,,10,N,Rustomjee,,,14000000.0
7304,Ready to Move,,10,N,,,,12000000.0
7303,Ready to Move,,12,N,Runwal Developers,,,16000000.0
7302,Ready to Move,Dec '22,18,N,,TMC,1.0,16500000.0
7301,Ready to Move,,7,N,Siddhi Group,TMC,0.0,11500000.0
7300,Ready to Move,,3,N,,,1.0,8500000.0
7299,Ready to Move,,8,N,Lodha,,,9100000.0
7298,Ready to Move,,Ground,N,Puranik Builders ltd.,,,5800000.0
7297,Ready to Move,,1,N,Lodha,,,7800000.0
7296,Ready to Move,,7,N,Varun Developers,TMC,1.0,22000000.0
7295,Ready to Move,Dec '19,14,N,Godrej Properties,,,14500000.0
7294,Ready to Move,,19,N,Lodha,,,11000000.0
7293,Ready to Move,,16,N,Khetwani Group,TMC,1.0,13200000.0
7292,Ready to Move,,1,N,,,1.0,13000000.0
7291,Ready to Move,,13,N,Ashwin Sheth Group,TMC,,19500000.0
7290,Ready to Move,,19,N,Ashwin Sheth Group,,,19500000.0
7289,Ready to Move,,2,N,Vihang Group,TMC,1.0,8000000.0
7288,Ready to Move,,6,N,,TMC,1.0,13100000.0
7287,Ready to Move,,2,N,,TMC,1.0,5650000.0
7286,Ready to Move,,2,N,,,,7500000.0
7285,Ready to Move,,9,N,Lodha,,,7200000.0
7284,Ready to Move,,9,N,,,,7500000.0
7283,Ready to Move,,Ground,N,PRESCON,TMC,0.0,7500000.0
7282,Ready to Move,,13,N,,TMC,1.0,13500000.0
7281,Ready to Move,,5,N,,,,5500000.0
7280,Ready to Move,,23,N,Lodha,,,8000000.0
7279,Ready to Move,,11,N,Rustomjee,TMC,2.0,12800000.0
7278,Ready to Move,,16,N,Lodha,ABADev,1.0,9200000.0
7277,Ready to Move,,1,N,,,,9200000.0
7276,Ready to Move,,Ground,N,Runwal Developers,,,7500000.0
7275,Ready to Move,,11,N,Rustomjee,,,15800000.0
7274,Ready to Move,,2,N,,TMC,1.0,17100000.0
7273,Ready to Move,,3,N,,,,12000000.0
7272,Ready to Move,,8,N,,,,26700000.0
7271,Ready to Move,,2,N,,,,5900000.0
7270,Ready to Move,,1,N,,,,7000000.0
7269,Ready to Move,,2,N,,,,18500000.0
7268,Ready to Move,,4,N,,TMC,,14500000.0
7267,Ready to Move,,1,N,,,,6500000.0
7266,Under Construction,Nov '24,16,N,Godrej Properties,,,14500000.0
7265,Ready to Move,,Ground,N,,,,5800000.0
7264,Ready to Move,,22,N,Shree Sai Baba Grihanirmiti Pvt. Ltd.,,,7200000.0
7263,Ready to Move,,3,N,,,,5700000.0
7262,Ready to Move,,3,N,Vihang Group,,,6500000.0
7261,Ready to Move,,5,N,Regency Group,,,13000000.0
7260,Ready to Move,Oct '12,4,N,,,1.0,11000000.0
7259,Ready to Move,,Upper Basement,N,Gala Group,,,13200000.0
7258,Ready to Move,,8,N,,,,7300000.0
7257,Ready to Move,,4,N,,,,7700000.0
7256,Ready to Move,,11,N,,TMC,1.0,16000000.0
7255,Ready to Move,,4,N,,,,25000000.0
7254,Ready to Move,,12,N,House of Hiranandani,,,31000000.0
7253,Ready to Move,,1,N,,TMC,,12000000.0
7252,Ready to Move,,1,N,Rosa Group,TMC,1.0,7200000.0
7251,Ready to Move,,1,N,,,,10500000.0
7250,Ready to Move,,2,N,,,,6800000.0
7249,Ready to Move,,18,N,Lodha,TMC,1.0,11500000.0
7248,Ready to Move,,17,N,BHARAT REALTY,ABAMNC,,9100000.0
7247,Ready to Move,,4,N,,,,7600000.0
7246,Ready to Move,,4,N,,ABAMNC,,12500000.0
7245,Ready to Move,,7,N,RNA NG Builders,TMC,0.0,5000000.0
7244,Ready to Move,,3,N,Hiranandani Group,TMC,0.0,7800000.0
7243,Ready to Move,,23,N,Lodha,,,7500000.0
7242,Ready to Move,,6,N,,,,9000000.0
7241,Ready to Move,,2,N,,,,6500000.0
7240,Under Construction,Jun '23,28,N,Risland India,,,15000000.0
7239,Ready to Move,,12,N,Puranik Builders Ltd.,,,5700000.0
7238,Ready to Move,,1,N,,TMC,1.0,13500000.0
7237,Ready to Move,,5,N,Jaiveer Group,,,5500000.0
7236,Ready to Move,,6,N,,,1.0,4800000.0
7235,Ready to Move,,2,N,Swaraj Homes Builders & Developer,TMC,1.0,9000000.0
7234,Under Construction,Dec '24,10,N,Lodha,TMC,,9700000.0
7233,Under Construction,,14,N,DOSTI REALTY,,,9900000.0
7232,Ready to Move,,,N,Dosti Realty,,,18000000.0
7231,Ready to Move,,5,N,,ABAMNC,,7700000.0
7230,Ready to Move,,7,N,Vardhaman Homes,,,14000000.0
7229,Ready to Move,,1,N,,TMC,1.0,15500000.0
7228,Ready to Move,,3,N,,,1.0,11000000.0
7227,Ready to Move,,6,N,,,,6200000.0
7226,Ready to Move,,10,N,,,,8800000.0
7225,Ready to Move,,27,N,DOSTI REALTY,,1.0,14000000.0
7224,Ready to Move,,9,N,Shree Tirupati Group,,,13500000.0
7223,Ready to Move,,12,N,Lodha,,1.0,10000000.0
7222,Ready to Move,,4,N,,ABARWA,0.0,8500000.0
7221,Ready to Move,,3,N,R W Sawant Company,TMC,1.0,11200000.0
7220,Ready to Move,,3,N,,TMC,0.0,10500000.0
7219,Ready to Move,,5,N,Cooperative Group Housing Society,KDMC,,11700000.0
7218,Ready to Move,,9,N,,,,7500000.0
7217,Ready to Move,,23,N,,TMC,0.0,7900000.0
7216,Ready to Move,,3,N,,,,18000000.0
7215,Ready to Move,,11,N,Kalpataru Ltd.,,,10500000.0
7214,Ready to Move,,18,N,Lodha,ABAMNC,0.0,15000000.0
7213,Ready to Move,,13,N,Satya Realtors,,,13800000.0
7212,Ready to Move,,2,N,Unique Shanti Developers Pvt. Ltd.,ABADev,0.0,8500000.0
7211,Ready to Move,,7,N,,,,3900000.0
7210,Ready to Move,,19,N,,,,8650000.0
7209,Ready to Move,,8,N,,ABAMNC,0.0,7900000.0
7208,Ready to Move,,,N,,TMC,1.0,16000000.0
7207,Ready to Move,,9,N,Lodha,,,15000000.0
7206,Ready to Move,,Ground,N,,ABAAut,1.0,6700000.0
7205,Ready to Move,,4,N,,,,3200000.0
7204,Ready to Move,,Ground,N,,,,40000000.0
7203,Ready to Move,,1,N,,TMC,1.0,13500000.0
7202,Ready to Move,,1,N,,,0.0,6800000.0
7201,Ready to Move,,19,N,Kalpataru Ltd.,,,14000000.0
7200,Ready to Move,,4,N,,,,11500000.0
7199,Ready to Move,,10,N,Deep Homes,,,30000000.0
7198,Ready to Move,,2,N,,TMC,0.0,6000000.0
7197,Ready to Move,,4,N,Lodha,TMC,0.0,7990000.0
7196,Ready to Move,,1,N,Kabra Group,,,6900000.0
7195,Ready to Move,,1,N,Rutu Group,TMC,,14500000.0
7194,Ready to Move,Mar '21,12,N,Raunak Group,TMC,1.0,5800000.0
7193,Ready to Move,,4,N,Vihang Group,,,5600000.0
7192,Ready to Move,,3,N,Lodha,TMC,1.0,20000000.0
7191,Ready to Move,,1,N,RNA NG Builders,,,4800000.0
7190,Ready to Move,,19,N,,TMC,1.0,13500000.0
7189,Ready to Move,,4,N,,ABAMNC,0.0,14500000.0
7188,Ready to Move,,1,N,,TMC,1.0,15500000.0
7187,Ready to Move,,2,N,,,,6500000.0
7186,Ready to Move,,6,N,,,,17000000.0
7185,Ready to Move,,6,N, SHREE SAIBABA CONSTRUCTION COMPANY,TMC,0.0,7500000.0
7184,Ready to Move,,6,N,Raunak Group,TMC,1.0,6700000.0
7183,Ready to Move,,11,N,,,,8400000.0
7182,Ready to Move,,7,N,TATA Housing Development Company Ltd.,ABADev,1.0,20500000.0
7181,Ready to Move,,Ground,N,,ABAMNC,1.0,9400000.0
7180,Ready to Move,,6,N,,,,8000000.0
7179,Ready to Move,,6,N,,ABAMNC,,6500000.0
7178,Ready to Move,,15,N,Ashwin Sheth Group,TMC,1.0,62500000.0
7177,Ready to Move,Oct '22,28,N,,,,14000000.0
7176,Ready to Move,,Ground,N,Gala Developers,ABARWA,,7300000.0
7175,Ready to Move,,27,N,Cosmos Group,TMC,1.0,21000000.0
7174,Ready to Move,,,N,,,,10400000.0
7173,Ready to Move,,11,N,,,,16000000.0
7172,Ready to Move,,4,N,,,,4150000.0
7171,Ready to Move,,29,N,Hubtown Ltd.,,,8500000.0
7170,Ready to Move,,Ground,N,,,,3500000.0
7169,Ready to Move,,2,N,,,,19000000.0
7168,Ready to Move,,3,N,,,,8400000.0
7167,Ready to Move,,7,N,Laxmi Developers,,1.0,7200000.0
7166,Ready to Move,,9,N,Lalani Group,,1.0,10500000.0
7165,Ready to Move,,Ground,N,,TMC,0.0,11000000.0
7164,Ready to Move,,12,N,Terraform Realty,,,10000000.0
7163,Ready to Move,,11,N,The Runwal Group,,,7950000.0
7162,Ready to Move,,21,N,,,,29800000.0
7161,Ready to Move,,5,N,Lodha,TMC,,16500000.0
7160,Ready to Move,,3,N,,,1.0,14000000.0
7159,Ready to Move,,6,N,,,,9950000.0
7158,Ready to Move,,3,N,,,,14500000.0
7157,Ready to Move,,4,N,,TMC,1.0,18000000.0
7156,Ready to Move,,3,N,,,,12000000.0
7155,Ready to Move,,2,N,RNA NG Builders,,,7300000.0
7154,Ready to Move,,14,N,DOSTI REALTY,,,10500000.0
7153,Ready to Move,,2,N,Cosmos Group,,,11000000.0
7152,Ready to Move,,3,N,,,0.0,10000000.0
7151,Ready to Move,,9,N,Rustomjee,TMC,1.0,14800000.0
7150,Ready to Move,,8,N,Cosmos Group,,,25000000.0
7149,Ready to Move,,4,N,,,,10000000.0
7148,Ready to Move,,12,N,Lodha,ABARWA,,10500000.0
7147,Ready to Move,,5,N,Khetwani Group,,,14500000.0
7146,Ready to Move,,,N,,,,7500000.0
7145,Ready to Move,,3,N,,TMC,,18500000.0
7144,Ready to Move,,1,N,,ABAMNC,,20000000.0
7143,Ready to Move,,2,N,,,,9600000.0
7142,Ready to Move,,6,N,,TMC,0.0,37500000.0
7141,Ready to Move,,23,N,The Wadhwa Group,TMC,,7200000.0
7140,Ready to Move,,6,N,DOSTI REALTY,TMC,0.0,10400000.0
7139,Ready to Move,,6,N,,TMC,0.0,12000000.0
7138,Ready to Move,,15,N,Vighnaharta Construction,,,11000000.0
7137,Ready to Move,,5,N,,TMC,0.0,12600000.0
7136,Ready to Move,,,N,,ABADev,1.0,7000000.0
7135,Ready to Move,,16,N,Kanakia Spaces Realty Pvt. Ltd.,,1.0,20500000.0
7134,Ready to Move,,2,N,,ABADev,1.0,16500000.0
7133,Ready to Move,,14,N,Lodha,,1.0,17500000.0
7132,Ready to Move,,12,N,BHARAT REALTY,TMC,1.0,8200000.0
7131,Ready to Move,,1,N,Lodha,,,29000000.0
7130,Ready to Move,,Ground,N,,,,7500000.0
7129,Ready to Move,,2,N,Lodha,,,9500000.0
7128,Ready to Move,,30,N,Terraform Realty,,,8200000.0
7127,Ready to Move,,19,N,Lodha,,,8700000.0
7126,Ready to Move,,2,N,Piramal Realty,ABADev,1.0,38000000.0
7125,Ready to Move,,5,N,Rustomjee,,,18800000.0
7124,Ready to Move,,24,N,,,,9500000.0
7123,Ready to Move,,3,N,Shree Sawan Builders,,,10000000.0
7122,Ready to Move,,4,N,,,0.0,7200000.0
7121,Ready to Move,,7,N,,,,29500000.0
7120,Ready to Move,,9,N,,,,13500000.0
7119,Ready to Move,,18,N,Kalpataru Ltd.,TMC,1.0,12500000.0
7118,Ready to Move,,3,N,,,,22500000.0
7117,Ready to Move,Oct '22,4,N,Lodha,,,8500000.0
7116,Ready to Move,,1,N,Kanakia Spaces Realty Pvt. Ltd.,ABAMNC,,27500000.0
7115,Ready to Move,,6,N,,TMC,1.0,8900000.0
7114,Ready to Move,,24,N,Lodha,,,9000000.0
7113,Ready to Move,,24,N,Lodha,ABAAut,,12500000.0
7112,Ready to Move,,12,N,Acme Group,TMC,1.0,20000000.0
7111,Ready to Move,,10,N,Rustomjee,,,14500000.0
7110,Ready to Move,,19,N,,,,9800000.0
7109,Ready to Move,,5,N,,,,12000000.0
7108,Ready to Move,,3,N,,ABAMNC,0.0,14000000.0
7107,Ready to Move,,5,N,Rustomjee,TMC,1.0,18700000.0
7106,Ready to Move,,7,N,,ABARWA,,11000000.0
7105,Ready to Move,,29,N,Lodha,,,8500000.0
7104,Ready to Move,,4,N,,,1.0,8500000.0
7103,Ready to Move,,6,N,Siddhi Group,TMC,10.0,7300000.0
7102,Ready to Move,,3,N,The Wadhwa Group,,,9300000.0
7101,Ready to Move,,13,N,,,,16000000.0
7100,Ready to Move,,9,N,Ashwin Sheth Group,,,21500000.0
7099,Ready to Move,,18,N,Hiranandani Group,,1.0,43500000.0
7098,Ready to Move,,15,N,Lodha,,,8500000.0
7097,Ready to Move,,3,N,Dosti Realty,,,15000000.0
7096,Ready to Move,,4,N,Siddhi Group,,,9999999.0
7095,Ready to Move,Nov '22,28,N,Dosti Realty,,1.0,22000000.0
7094,Ready to Move,,1,N,Vijay Group,,,19500000.0
7093,Ready to Move,,3,N,Vijay Group Builders & Developers,TMC,1.0,9500000.0
7092,Ready to Move,,18,N,House of Hiranandani,TMC,0.0,25000000.0
7091,Ready to Move,,3,N,Runwal Developers,,,10800000.0
7090,Ready to Move,,22,N,Lodha,,,17700000.0
7089,Ready to Move,,Ground,N,Lodha,,,13500000.0
7088,Ready to Move,,6,N,Godrej Properties,,1.0,18500000.0
7087,Ready to Move,,7,N,,TMC,0.0,19900000.0
7086,Ready to Move,,27,N,Lodha,ABARWA,,20000000.0
7085,Ready to Move,,8,N,,TMC,,18500000.0
7084,Ready to Move,,15,N,Lodha,,,8500000.0
7083,Ready to Move,,7,N,,,,35000000.0
7082,Ready to Move,,2,N,,ABAMNC,,11200000.0
7081,Ready to Move,,11,N,Jaiveer Group,,1.0,27300000.0
7080,Ready to Move,,27,N,,TMC,0.0,9100000.0
7079,Ready to Move,,4,N,Saket Group,,,7200000.0
7078,Ready to Move,,1,N,,,,21000000.0
7077,Ready to Move,,3,N,,,,7300000.0
7076,Ready to Move,,4,N,,TMC,1.0,9000000.0
7075,Ready to Move,,24,N,Akansha Enterprises,TMC,0.0,8200000.0
7074,Ready to Move,,10,N,Terraform Realty,,,14000000.0
7073,Ready to Move,,7,N,Jaiveer Group,,,12000000.0
7072,Ready to Move,,2,N,,,,6500000.0
7071,Ready to Move,,4,N,,,,7000000.0
7070,Ready to Move,,4,N,,TMC,1.0,17500000.0
7069,Ready to Move,,4,N,Landscape Infracon,,1.0,10900000.0
7068,Ready to Move,,4,N, SHREE SAIBABA CONSTRUCTION COMPANY,TMC,0.0,9500000.0
7067,Under Construction,Sep '24,5,N,Lodha,TMC,21.0,9200000.0
7066,Ready to Move,,10,Y,Hiranandani Group,TMC,0.0,17500000.0
7065,Under Construction,Dec '26,11,Y,Rustomjee,TMC,,12500000.0
7064,Ready to Move,,Ground,N,,KDMC,0.0,3400000.0
7063,Under Construction,Jun '23,19,N,Piramal Realty,TMC,3.0,23200000.0
7062,Ready to Move,,1,N,Rai Residency Pvt. Ltd.,KDMC,2.0,5700000.0
7061,Ready to Move,,6,N,,TMC,,38000000.0
7060,Under Construction,Dec '24,5,Y,Lodha,TMC,0.0,17794000.0
7059,Under Construction,Nov '24,24,Y,Lodha,TMC,10.0,9000000.0
7058,Ready to Move,,16,Y,Rustomjee,TMC,10.0,14000000.0
7057,Ready to Move,,5,Y,Jaiveer Group,TMC,0.0,7800000.0
7056,Under Construction,Dec '23,20,Y,Piramal Realty,,,10800000.0
7055,Under Construction,Jun '23,19,N,Rosa Group,TMC,,14600000.0
7054,Ready to Move,,17,Y,Lodha,TMC,0.0,15200000.0
7053,Under Construction,Mar '24,21,Y,Ashwin Sheth Group,TMC,0.0,25100000.0
7052,Under Construction,Mar '24,9,N,Lodha,KDMC,7.0,5700000.0
7051,Ready to Move,,2,N,,TMC,0.0,11000000.0
7050,Ready to Move,,18,N,Rustomjee,TMC,1.0,12000000.0
7049,Ready to Move,,34,N,Rustomjee,TMC,1.0,14800000.0
7048,Under Construction,Dec '23,10,N,Dhamji Shamji Shah Group & Squarefeet Group,,,13500000.0
7047,Under Construction,Dec '25,7,N,,KDMC,30.0,4600000.0
7046,Ready to Move,,6,N,Acme Group,TMC,0.0,14500000.0
7045,Ready to Move,,9,N,Lodha,,3.0,7450000.0
7044,Ready to Move,,14,N,Runwal Developers,TMC,3.0,9600000.0
7043,Ready to Move,,20,N,,ABADev,1.0,10000000.0
7042,Ready to Move,,9,N,Siddhi Group,TMC,0.0,12500000.0
7041,Ready to Move,,19,N,,,1.0,16500000.0
7040,Ready to Move,,2,N,,,,11500000.0
7039,Ready to Move,,7,N,,TMC,1.0,7500000.0
7038,Ready to Move,,Ground,N,,,,11800000.0
7037,Ready to Move,,3,N,,TMC,1.0,7500000.0
7036,Ready to Move,,2,N,Terraform Realty,ABAMNC,,8500000.0
7035,Ready to Move,,2,N,Lodha,,,8500000.0
7034,Under Construction,Dec '24,10,N,JVM Spaces,TMC,0.0,4500000.0
7033,Ready to Move,,8,N,Rutu Group,,1.0,13500000.0
7032,Under Construction,Dec '24,1,N,Piramal Realty,TMC,1.0,15200000.0
7031,Under Construction,Dec '24,1,N,Piramal Realty,TMC,1.0,21800000.0
7030,Under Construction,Nov '24,12,N,,TMC,10.0,7100000.0
7029,Ready to Move,,7,N,Siddhi Gaurav Enterprises,TMC,,7400000.0
7028,Ready to Move,,7,N,,,,10500000.0
7027,Under Construction,Dec '25,15,N,Kalpataru Ltd.,TMC,0.0,11000000.0
7026,Under Construction,Aug '24,12,N,Piramal Realty,TMC,0.0,7400000.0
7025,Ready to Move,,27,N,Puranik Builders ltd.,,,8500000.0
7024,Ready to Move,,3,N,,TMC,9.0,5500000.0
7023,Under Construction,Dec '24,8,N,Squarefeet Group,TMC,10.0,4399999.0
7022,Under Construction,Mar '25,5,N,Lodha,KDMC,108.0,3490000.0
7021,Ready to Move,,4,N,,TMC,50.0,14000000.0
7020,Ready to Move,,10,N,Suraksha Realty,TMC,,6900000.0
7019,Ready to Move,,8,N,,,4.0,13000000.0
7018,Under Construction,Jun '23,23,N,Rosa Group,TMC,,19600000.0
7017,Ready to Move,,21,N,Hubtown Ltd.,,,12800000.0
7016,Ready to Move,Dec '22,27,N,Pridedream Realtors,,,35000000.0
7015,Ready to Move,,10,N,,TMC,0.0,11000000.0
7014,Ready to Move,,15,N,Hiranandani Group,TMC,7.0,17000000.0
7013,Ready to Move,,18,N,Hiranandani Group,TMC,4.0,30000000.0
7012,Under Construction,Dec '25,31,N,Runwal Developers,ABAAut,10.0,6175000.0
